,sentences,label
11288,I feel sure the nervousness and fear will always lurk in my mind but I feel at ease in my heart hopeful about theo ad and eli being happy healthy and safe and live to be old people with fulfilled life,joy
11289,I do not have much art online that I feel properly represent my skillz an unfortunate scenario I know,sadness
11290,I am feel shamed like I should not be enjoy this and I certainly should not have sex kissing is so far enough,sadness
11291,I feel people are scared of I or give up on I,fear
11292,I do not feel like I was respect,joy
11293,I want to do is talk talk talk and I feel like that s the only way anything is go to get resolve but I m afraid that I m go to just have to let it go all on my own,joy
11294,I tell he that if he touch I with a needle I would punch he feel a little hostile in the midst of my pain,anger
11295,I hope it would I would feel disappointed and deplete,sadness
11296,I m feel more energetic less tired and I m down two pound,joy
11297,I now feel less doubtful towards that person about his her sincerity in rebuild our relationship,fear
11298,I feel like I need a artistic community or a friend or a class,joy
11299,I do not think that s what ill do because I feel its just really awkward,sadness
11300,I know that is satan plan to make we feel inadequate but I never expect I would actually listen to he,sadness
11301,I am go to get out my soapbox and talk about something that I feel really passionate about,joy
11302,I feel smart and need,joy
11303,I feel very listless,sadness
11304,I feel burden by responsibility and pressure,sadness
11305,I m with she because she bring out the good in I when I m feel depressed,sadness
11306,I have some minor neuropathy go on in my finger and my fingernail feel funny sensitive so that might mean that I could be lose they soon,surprise
11307,I would talk to drake because I know he would not judge my feeling and he would let I gush over how much I like you,love
11308,I feel slightly daze and tired and angry but that is a normal emotion and mood for I to experience from day to day or week to week,surprise
11309,I am feel fine apart from being a little tired from being rudley wake up by some noisy driver,joy
11310,I feel joyful when I m surprised and joyful when I am surprising someone,joy
11311,I feel that blogging is less dignified than other medium which is why I do it but I also understand it s not a competition and the distinction is somewhat blur so it s really just a a href http www,joy
11312,I can not help but feel as though perhaps my perception is not as keen as I once think,joy
11313,I feel as if someone have bumbe my delicate set up,love
11314,I feel like I am not special,joy
11315,I feel like I m doom until he return,sadness
11316,I crave get out there and move and if I do not I feel agitated until I do,fear
11317,I m thankful for it and the parent because they are understand and make I feel less wimpy,fear
11318,I feel listless and thing have been rather strain around here lately,sadness
11319,I feel impatient with the christian church disciple of christ and its many manifestation over the fact that I haven t yet get even the slight whiff of a call,anger
